uc002zmn.3	chr22	+	18016791	18019275	18016892	18018834	4	18016791,18018208,18018328,18018681,	18016921,18018246,18018420,18019275,		uc002zmn.3
uc002zmo.2	chr22	+	18027840	18033845	18027840	18027840	4	18027840,18029927,18031715,18032534,	18029254,18030094,18031827,18033845,		uc002zmo.2
uc010gqx.3	chr22	+	18043182	18071361	18062710	18070889	8	18043182,18062510,18063802,18064123,18065328,18066181,18069901,18070690,	18043413,18062730,18063925,18064179,18065419,18066300,18070067,18071361,	Q9H1K4	uc010gqx.3
uc002zmp.1	chr22	+	18043182	18073647	18062710	18073002	11	18043182,18049988,18062510,18063802,18064123,18065328,18066181,18069901,18070690,18072355,18072860,	18043413,18050051,18062730,18063925,18064179,18065419,18066300,18070067,18070845,18072431,18073647,	Q9H1K4	uc002zmp.1
uc002zmq.1	chr22	+	18043182	18073647	18062710	18073002	10	18043182,18062510,18063802,18064123,18065328,18066181,18069901,18070690,18072355,18072860,	18043413,18062730,18063925,18064179,18065419,18066300,18070067,18070845,18072431,18073647,	Q9H1K4	uc002zmq.1
uc002zmr.1	chr22	-	18074902	18111588	18075439	18111401	9	18074902,18077294,18080959,18082792,18083857,18095577,18095976,18102226,18111368,	18075502,18077382,18081054,18082861,18083947,18095644,18096086,18102292,18111588,	P36543	uc002zmr.1
uc002zms.1	chr22	-	18074902	18111588	18075439	18111401	8	18074902,18077294,18080959,18082792,18095577,18095976,18102226,18111368,	18075502,18077382,18081054,18082861,18095644,18096086,18102292,18111588,	A8MUN4	uc002zms.1
uc002zmt.1	chr22	-	18074902	18111588	18075439	18111401	8	18074902,18077294,18080959,18082792,18083857,18095577,18095976,18111368,	18075502,18077382,18081054,18082861,18083947,18095644,18096086,18111588,	P36543-2	uc002zmt.1
uc002zmu.3	chr22	+	18111681	18185188	18138477	18185158	7	18111681,18120867,18138427,18165979,18171751,18178906,18185008,	18111771,18121466,18138598,18166087,18171908,18178976,18185188,	Q9BXK5-2	uc002zmu.3
uc002zmw.4	chr22	+	18121349	18213621	18138477	18210300	7	18121349,18138427,18165979,18171751,18178906,18185008,18209442,	18121652,18138598,18166087,18171908,18178976,18185152,18213621,	Q9BXK5	uc002zmw.4
uc031rwf.1	chr22	+	18121349	18213621	18138477	18209456	4	18121349,18138427,18165979,18209442,	18121652,18138598,18166087,18213621,	NP_001257664	uc031rwf.1
uc011agk.3	chr22	+	18121349	18213621	18138477	18209456	4	18121349,18138427,18185008,18209442,	18121652,18138598,18185152,18213621,	NP_001257657	uc011agk.3
uc002zmz.4	chr22	+	18121349	18213621	18185038	18210300	6	18121349,18138427,18165979,18171751,18185008,18209442,	18121652,18138598,18166087,18171908,18185152,18213621,	Q9BXK5	uc002zmz.4
uc002zmx.4	chr22	+	18121349	18213621	18185038	18210300	6	18121349,18138427,18165979,18178906,18185008,18209442,	18121652,18138598,18166087,18178976,18185152,18213621,	Q9BXK5	uc002zmx.4
uc010gqy.4	chr22	+	18121349	18213621	18138477	18209456	5	18121349,18138427,18165979,18185008,18209442,	18121652,18138598,18166087,18185152,18213621,	NP_001257661	uc010gqy.4
uc031rwg.1	chr22	+	18121349	18213621	18121459	18210300	6	18121349,18165979,18171751,18178906,18185008,18209442,	18121652,18166087,18171908,18178976,18185152,18213621,	NP_001257655	uc031rwg.1
uc002zmy.4	chr22	+	18121349	18213621	18138477	18209572	5	18121349,18138427,18165979,18171751,18209442,	18121652,18138598,18166087,18171908,18213621,	E9PDD6	uc002zmy.4
uc031rwh.1	chr22	+	18121349	18213621	18121459	18210300	5	18121349,18165979,18171751,18178906,18209442,	18121652,18166087,18171908,18178976,18213621,	NP_001257656	uc031rwh.1
uc031rwi.1	chr22	+	18121349	18213621	18185038	18210300	5	18121349,18165979,18178906,18185008,18209442,	18121652,18166087,18178976,18185152,18213621,	Q9BXK5	uc031rwi.1
uc031rwj.1	chr22	+	18138427	18213621	18209682	18210300	5	18138427,18145664,18165979,18171751,18209442,	18138598,18145779,18166087,18171908,18213621,	NP_001257662	uc031rwj.1
uc010gqz.4	chr22	+	18138427	18213621	18209682	18210300	5	18138427,18165979,18167374,18171751,18209442,	18138598,18166087,18167472,18171908,18213621,	NP_001257662	uc010gqz.4
uc002zna.4	chr22	+	18189423	18213621	18209682	18210300	2	18189423,18209442,	18189591,18213621,	NP_001257662	uc002zna.4
uc002znb.3	chr22	+	18215565	18217980	18215565	18215565	1	18215565,	18217980,		uc002znb.3
uc002znc.2	chr22	-	18216905	18256808	18218345	18256455	6	18216905,18220782,18222114,18226568,18232870,18256375,	18218357,18220995,18222254,18226779,18232940,18256808,	P55957-2	uc002znc.2
uc021wko.1	chr22	-	18216905	18256808	18218345	18222189	4	18216905,18220782,18222114,18256375,	18218357,18220995,18222254,18256808,	NP_932071	uc021wko.1
uc002znd.2	chr22	-	18216905	18257261	18218345	18232882	6	18216905,18220782,18222114,18226568,18232870,18257146,	18218357,18220995,18222254,18226779,18232940,18257261,	P55957	uc002znd.2
uc002zne.2	chr22	-	18216905	18257261	18218345	18222189	5	18216905,18220782,18222114,18226568,18257146,	18218357,18220995,18222254,18226779,18257261,	NP_932071	uc002zne.2
uc021wkp.1	chr22	-	18216905	18257261	18218345	18222189	5	18216905,18220782,18222114,18232870,18257146,	18218357,18220995,18222254,18232940,18257261,	NP_932071	uc021wkp.1
uc002znf.2	chr22	-	18216905	18257261	18218345	18222189	4	18216905,18220782,18222114,18257146,	18218357,18220995,18222254,18257261,	NP_932071	uc002znf.2
uc010gra.2	chr22	-	18216905	18257261	18216905	18216905	7	18216905,18220782,18222114,18222847,18226568,18232870,18257146,	18218357,18220995,18222254,18222942,18226779,18232940,18257261,		uc010gra.2
uc010grc.1	chr22	-	18216905	18257431	18218345	18222189	4	18216905,18220782,18222114,18257405,	18218357,18220995,18222254,18257431,	NP_932071	uc010grc.1
uc010grb.1	chr22	-	18216905	18257431	18218345	18232882	6	18216905,18220782,18222114,18226568,18232870,18257405,	18218357,18220995,18222254,18226779,18232940,18257431,	P55957	uc010grb.1
uc021wkq.1	chr22	-	18246945	18247025	18246945	18246945	1	18246945,	18247025,		uc021wkq.1
uc010grd.2	chr22	-	18270415	18274433	18273497	18274065	3	18270415,18273763,18273967,	18273682,18273837,18274433,	A8K0E1	uc010grd.2
uc010gre.2	chr22	-	18270415	18298428	18270415	18270415	6	18270415,18273763,18273967,18291609,18293468,18295272,	18273682,18273837,18274067,18291703,18293579,18298428,		uc010gre.2
uc011agl.2	chr22	-	18270415	18389652	18273497	18389578	29	18270415,18273763,18273967,18291609,18293468,18299455,18300076,18304192,18304795,18314619,18324587,18347664,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,	18273682,18273837,18274067,18291703,18293579,18299550,18301895,18304275,18304936,18314873,18324783,18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389652,	Q7RTP6	uc011agl.2
uc002zng.4	chr22	-	18270415	18507325	18273497	18389578	32	18270415,18273763,18273967,18291609,18293468,18299455,18300076,18304192,18304795,18305712,18310409,18314619,18324587,18347664,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,18507046,	18273682,18273837,18274067,18291703,18293579,18299550,18301895,18304275,18304936,18305826,18310547,18314873,18324783,18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389652,18507325,	Q7RTP6	uc002zng.4
uc002znh.2	chr22	-	18317100	18507325	18317215	18389578	21	18317100,18324587,18347664,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,18507046,	18317315,18324783,18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389652,18507325,	Q7RTP6-4	uc002znh.2
uc021wkr.2	chr22	-	18322716	18325248	18324677	18325025	1	18322716,	18325248,		uc021wkr.2
uc002znj.1	chr22	-	18323024	18385513	18324541	18382261	18	18323024,18347664,18348689,18354602,18367040,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,	18324783,18347752,18348778,18354789,18367124,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,	Q7RTP6-3	uc002znj.1
uc002znk.1	chr22	-	18323024	18389652	18324541	18389578	19	18323024,18347664,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,	18324783,18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389652,	Q7RTP6-2	uc002znk.1
uc002znl.1	chr22	-	18323024	18484267	18324541	18379594	19	18323024,18347664,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18383607,18384643,18385396,18387397,18389314,18484158,	18324783,18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18383763,18384745,18385513,18387605,18389652,18484267,	Q7RTP6-2	uc002znl.1
uc002znm.3	chr22	-	18342920	18376670	18347419	18376622	9	18342920,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,	18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,	J3KSK6	uc002znm.3
uc010grf.3	chr22	-	18342920	18507325	18347419	18389578	23	18342920,18348689,18354602,18355512,18358212,18362111,18363970,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,18507046,	18347752,18348778,18354789,18355620,18358320,18362168,18364069,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389652,18507325,	Q7RTP6-5	uc010grf.3
uc011agm.1	chr22	-	18381850	18507325	18382087	18389578	7	18381850,18383607,18384643,18385396,18387397,18389314,18507046,	18382314,18383763,18384745,18385513,18387605,18389652,18507325,	B4DJ91	uc011agm.1
uc021wks.1	chr22	-	18463633	18463727	18463633	18463633	1	18463633,	18463727,		uc021wks.1
uc002zno.1	chr22	+	18512150	18520734	18512150	18512150	2	18512150,18518525,	18512320,18520734,		uc002zno.1
uc002znp.4	chr22	+	18560685	18573797	18561142	18570841	6	18560685,18561061,18562639,18566202,18567877,18570737,	18560813,18561372,18562780,18566498,18568024,18573797,	Q7Z412	uc002znp.4
uc002znt.3	chr22	+	18560685	18573797	18561142	18570841	5	18560685,18561061,18562639,18566202,18570737,	18560813,18561372,18562780,18566498,18573797,	F6UBB5	uc002znt.3
uc002znq.4	chr22	+	18560759	18573797	18561142	18570841	5	18560759,18562639,18566202,18567877,18570737,	18561372,18562780,18566498,18568024,18573797,	Q7Z412	uc002znq.4
uc002zns.3	chr22	-	18560820	18561541	18560883	18561522	1	18560820,	18561541,	Q6ICK5	uc002zns.3
uc002znv.2	chr22	+	18593452	18614498	18593631	18613903	5	18593452,18604245,18606922,18609120,18613609,	18593634,18604468,18607071,18609801,18614498,	Q9NY65	uc002znv.2
uc021wkt.1	chr22	+	18593452	18614498	18604440	18613903	5	18593452,18604245,18606922,18609120,18613609,	18593605,18604468,18607071,18609801,18614498,	NP_001180343	uc021wkt.1
uc002znw.1	chr22	+	18603873	18614498	18604170	18613903	4	18603873,18606922,18609120,18613609,	18604468,18607071,18609801,18614498,	C9J2C0	uc002znw.1
uc002zny.3	chr22	+	18632757	18660162	18640430	18659584	11	18632757,18640324,18642938,18644556,18650021,18650656,18652610,18653519,18655916,18656559,18659538,	18632989,18640587,18643035,18644702,18650101,18650803,18652706,18653687,18656048,18656609,18660162,	Q9UMW8	uc002zny.3
uc002znz.1	chr22	-	18660804	18685242	18660804	18660804	9	18660804,18665876,18671389,18671888,18673949,18678923,18681956,18682449,18685101,	18661232,18666833,18671423,18671950,18674015,18679010,18681981,18682508,18685242,		uc002znz.1
uc011agn.2	chr22	+	18721396	18736925	18721539	18736923	8	18721396,18723544,18724071,18727042,18732022,18734086,18734613,18736864,	18721567,18723603,18724096,18727129,18732088,18734148,18734647,18736925,	E7EP86	uc011agn.2
uc010gri.1	chr22	-	18761201	18769844	18761201	18761201	8	18761201,18761785,18761980,18762195,18762554,18766242,18766902,18769651,	18761481,18761899,18762093,18762322,18762764,18766379,18767052,18769844,		uc010gri.1
uc011ago.1	chr22	-	18761201	18779362	18761201	18761201	9	18761201,18761785,18761980,18762195,18766242,18766902,18769651,18778571,18779285,	18761481,18761899,18762093,18762764,18766379,18767052,18769844,18778742,18779362,		uc011ago.1
uc011agp.1	chr22	-	18761201	18779474	18761201	18761201	13	18761201,18761785,18761980,18762195,18762554,18766242,18766902,18769101,18769651,18775043,18775257,18778571,18779285,	18761481,18761899,18762093,18762322,18762742,18766379,18767052,18769259,18769844,18775124,18775392,18778742,18779474,		uc011agp.1
uc002zob.1	chr22	-	18761201	18792992	18761201	18761201	15	18761201,18761785,18761980,18762195,18762554,18766242,18766902,18769101,18769651,18778571,18779285,18779480,18779774,18781925,18792941,	18761481,18761899,18762093,18762322,18762764,18766379,18767052,18769259,18769844,18778739,18779362,18779567,18779846,18782304,18792992,		uc002zob.1
uc002zoc.3	chr22	+	18834323	18839322	18834444	18835833	2	18834323,18839149,	18835839,18839322,	E2QRI0	uc002zoc.3
uc010grj.1	chr22	+	18837630	18843431	18837630	18837630	4	18837630,18839731,18841162,18843302,	18839356,18840107,18841268,18843431,		uc010grj.1
uc002zoe.3	chr22	+	18840391	18847477	18840391	18840391	5	18840391,18841162,18842260,18844087,18845894,	18840455,18841268,18843431,18845002,18847477,		uc002zoe.3
uc002zof.3	chr22	+	18847155	18849294	18847155	18847155	1	18847155,	18849294,		uc002zof.3
uc002zog.3	chr22	+	18893540	18899601	18893540	18893540	5	18893540,18894077,18897684,18898400,18899052,	18893627,18894238,18897785,18898541,18899601,		uc002zog.3
uc002zoh.4	chr22	+	18893735	18899601	18893887	18899202	5	18893735,18894077,18897684,18898400,18899052,	18893997,18894238,18897785,18898541,18899601,	Q14129	uc002zoh.4
uc002zoi.4	chr22	+	18893735	18899601	18893735	18893735	5	18893735,18894077,18897691,18898400,18899052,	18893997,18894599,18897785,18898541,18899601,		uc002zoi.4
uc002zoj.5	chr22	-	18900286	18923806	18900687	18918660	14	18900286,18900950,18904402,18905828,18906963,18907218,18908854,18909837,18910329,18910627,18912563,18913200,18918502,18923682,	18900875,18901039,18904501,18906004,18907110,18907311,18908936,18909917,18910446,18910692,18912713,18913235,18918694,18923806,	E7EQL6	uc002zoj.5
uc002zok.4	chr22	-	18900286	18924066	18900687	18923800	15	18900286,18900950,18904402,18905828,18906963,18907218,18908854,18909837,18910329,18910627,18912563,18913200,18918502,18923527,18923902,	18900875,18901039,18904501,18906004,18907110,18907311,18908936,18909917,18910446,18910692,18912713,18913235,18918711,18923840,18924066,	NP_057419	uc002zok.4
uc002zol.4	chr22	-	18900286	18924066	18900687	18918660	14	18900286,18900950,18904402,18905828,18906963,18907218,18908854,18909837,18910329,18910627,18912563,18913200,18918502,18923902,	18900875,18901039,18904501,18906004,18907110,18907311,18908936,18909917,18910446,18910692,18912713,18913235,18918711,18924066,	NP_001182155	uc002zol.4
uc021wku.1	chr22	+	18958010	18982142	18958010	18958010	4	18958010,18975269,18978232,18979329,	18958171,18975413,18978437,18982142,		uc021wku.1
uc021wkv.1	chr22	+	18958010	18982142	18958010	18958010	3	18958010,18978232,18979329,	18958171,18978437,18982142,		uc021wkv.1
uc002zon.2	chr22	+	18958010	19018742	18958010	18958010	6	18958010,18975269,18978232,18979329,19001865,19018294,	18958171,18975413,18978437,18979530,19002019,19018742,		uc002zon.2
uc021wkw.1	chr22	-	18985168	18985205	18985168	18985168	1	18985168,	18985205,		uc021wkw.1
uc002zop.3	chr22	+	19005346	19007761	19005346	19005346	1	19005346,	19007761,		uc002zop.3
uc011agq.2	chr22	+	19010136	19011063	19010136	19010136	1	19010136,	19011063,		uc011agq.2
uc002zoq.1	chr22	-	19023794	19109967	19026377	19109719	10	19023794,19028570,19029319,19035952,19044498,19050714,19052360,19055612,19076880,19109640,	19026634,19028807,19029472,19036156,19044675,19050791,19052580,19055738,19077003,19109967,	P98153	uc002zoq.1
uc021wkx.1	chr22	-	19023794	19109967	19026377	19109719	10	19023794,19028570,19029319,19035952,19044498,19050714,19052360,19055612,19076880,19109640,	19026634,19028807,19029472,19036156,19044675,19050791,19052571,19055738,19077003,19109967,	NP_001171710	uc021wkx.1
uc021wky.1	chr22	-	19023794	19109967	19026377	19109719	9	19023794,19028570,19029319,19035952,19044498,19050714,19052360,19055612,19109640,	19026634,19028807,19029472,19036156,19044675,19050791,19052580,19055738,19109967,	P98153-2	uc021wky.1
uc021wkz.1	chr22	-	19023794	19109967	19026377	19044628	9	19023794,19028570,19029319,19035952,19044498,19050714,19052360,19055612,19109640,	19026634,19028807,19029472,19036156,19044675,19050791,19052588,19055738,19109967,	P98153	uc021wkz.1
